name,policy,size,assoc,level,miss
177.mesa,2,16,16,1,0.0032361681551577063
177.mesa,2,16,32,1,0.0032375858886641543
177.mesa,2,16,4,1,0.003274037973115197
177.mesa,2,16,64,1,0.003238249675411874
177.mesa,2,16,8,1,0.003231218501219987
177.mesa,2,17,16,1,0.002056293744420508
177.mesa,2,17,32,1,0.0020409012092076437
177.mesa,2,17,4,1,0.0021225064725055236
177.mesa,2,17,64,1,0.0020420981160204606
177.mesa,2,17,8,1,0.002057627851250078
177.mesa,2,18,16,1,0.00163419985288003
177.mesa,2,18,32,1,0.001640274546955124
177.mesa,2,18,4,1,0.0016534274552278485
177.mesa,2,18,64,1,0.0016408298803562672
177.mesa,2,18,8,1,0.0016307789991289877
177.mesa,2,19,16,1,0.001569539444984563
177.mesa,2,19,32,1,0.0015711793118514685
177.mesa,2,19,4,1,0.0015737573654995994
177.mesa,2,19,64,1,0.0015727865120477183
177.mesa,2,19,8,1,0.0015689226982425876
177.mesa,2,20,16,1,0.0015415989882395138
177.mesa,2,20,32,1,0.001541690454917349
177.mesa,2,20,4,1,0.0015443364552404435
177.mesa,2,20,64,1,0.0015419975216215108
177.mesa,2,20,8,1,0.001541957014949898
177.mesa,2,21,16,1,0.0014735582332646173
177.mesa,2,21,32,1,0.0014734994332574374
177.mesa,2,21,4,1,0.0014713303663259133
177.mesa,2,21,64,1,0.0014731492465480107
177.mesa,2,21,8,1,0.001473222419890279
177.mesa,2,22,16,1,0.0012505180460299235
177.mesa,2,22,32,1,0.0012483855657695335
177.mesa,2,22,4,1,0.0012559550866938225
177.mesa,2,22,64,1,0.0012472827389682043
177.mesa,2,22,8,1,0.0012515137261515027
177.mesa,2,23,16,1,0.0001962848773010254
177.mesa,2,23,32,1,0.00019641031731634247
177.mesa,2,23,4,1,0.0003792221529722197
177.mesa,2,23,64,1,0.000196270503965937
177.mesa,2,23,8,1,0.0002916506489458219
177.mesa,2,24,16,1,0.00017257540773927445
177.mesa,2,24,32,1,0.00017257540773927445
177.mesa,2,24,4,1,0.00017261460774406105
177.mesa,2,24,64,1,0.00017257540773927445
177.mesa,2,24,8,1,0.00017257540773927445
177.mesa,2,25,16,1,0.00017257540773927445
177.mesa,2,25,32,1,0.00017257540773927445
177.mesa,2,25,4,1,0.00017257540773927445
177.mesa,2,25,64,1,0.00017257540773927445
177.mesa,2,25,8,1,0.00017257540773927445
177.mesa,l,16,16,1,0.0033433357415769164
177.mesa,l,16,32,1,0.003359891210265116
177.mesa,l,16,4,1,0.003291961521970448
177.mesa,l,16,64,1,0.0033632179840046707
177.mesa,l,16,8,1,0.0033076219238826875
177.mesa,l,17,16,1,0.001950048664780609
177.mesa,l,17,32,1,0.0018968843116222204
177.mesa,l,17,4,1,0.002122002099110603
177.mesa,l,17,64,1,0.001882522736535243
177.mesa,l,17,8,1,0.001978404641576396
177.mesa,l,18,16,1,0.0015668842979936854
177.mesa,l,18,32,1,0.0015668424846552464
177.mesa,l,18,4,1,0.0016091588898223615
177.mesa,l,18,64,1,0.001566858164657161
177.mesa,l,18,8,1,0.001568251071493911
177.mesa,l,19,16,1,0.0015552236032365034
177.mesa,l,19,32,1,0.0015551634965624973
177.mesa,l,19,4,1,0.0015594402170847135
177.mesa,l,19,64,1,0.0015551203765572321
177.mesa,l,19,8,1,0.0015556678699574181
177.mesa,l,20,16,1,0.0015468165088766079
177.mesa,l,20,32,1,0.0015470778422418518
177.mesa,l,20,4,1,0.00154555426872248
177.mesa,l,20,64,1,0.0015471340289153791
177.mesa,l,20,8,1,0.0015461670954639768
177.mesa,l,21,16,1,0.001488737781784808
177.mesa,l,21,32,1,0.0014855651947307475
177.mesa,l,21,4,1,0.0014791403139462265
177.mesa,l,21,64,1,0.001485801701426293
177.mesa,l,21,8,1,0.0014874585549619393
177.mesa,l,22,16,1,0.001289482850787786
177.mesa,l,22,32,1,0.0012819433832005
177.mesa,l,22,4,1,0.0012847265835403473
177.mesa,l,22,64,1,0.0012798069829396313
177.mesa,l,22,8,1,0.0012792594895394455
177.mesa,l,23,16,1,0.00026608440582401316
177.mesa,l,23,32,1,0.00035622351016393206
177.mesa,l,23,4,1,0.0004786372851114701
177.mesa,l,23,64,1,0.0005105630756764886
177.mesa,l,23,8,1,0.0004437910941898512
177.mesa,l,24,16,1,0.00017257540773927445
177.mesa,l,24,32,1,0.00017257540773927445
177.mesa,l,24,4,1,0.00017263420774645433
177.mesa,l,24,64,1,0.00017257540773927445
177.mesa,l,24,8,1,0.00017257540773927445
177.mesa,l,25,16,1,0.00017257540773927445
177.mesa,l,25,32,1,0.00017257540773927445
177.mesa,l,25,4,1,0.00017257540773927445
177.mesa,l,25,64,1,0.00017257540773927445
177.mesa,l,25,8,1,0.00017257540773927445
178.galgel,2,16,16,1,0.030238411627697373
178.galgel,2,16,32,1,0.030389244249262
178.galgel,2,16,4,1,0.02984782295515201
178.galgel,2,16,64,1,0.03047741159506946
178.galgel,2,16,8,1,0.030056034325575458
178.galgel,2,17,16,1,0.029258003828380886
178.galgel,2,17,32,1,0.029263187363120998
178.galgel,2,17,4,1,0.029186162557161617
178.galgel,2,17,64,1,0.029295131895586714
178.galgel,2,17,8,1,0.02920274550630916
178.galgel,2,18,16,1,0.028614499130377835
178.galgel,2,18,32,1,0.028617385334153186
178.galgel,2,18,4,1,0.028429571257749153
178.galgel,2,18,64,1,0.028540186047361037
178.galgel,2,18,8,1,0.028582483109237583
178.galgel,2,19,16,1,0.025556843703385144
178.galgel,2,19,32,1,0.025578486596682923
178.galgel,2,19,4,1,0.02512565673373781
178.galgel,2,19,64,1,0.025557192665050677
178.galgel,2,19,8,1,0.025421119425596692
178.galgel,2,20,16,1,0.008503666288191892
178.galgel,2,20,32,1,0.008725174552079107
178.galgel,2,20,4,1,0.008734209993537035
178.galgel,2,20,64,1,0.008812408910100244
178.galgel,2,20,8,1,0.008079406449939888
178.galgel,2,21,16,1,0.00020342284090195967
178.galgel,2,21,32,1,0.00020441156562097138
178.galgel,2,21,4,1,0.00023702615295141018
178.galgel,2,21,64,1,0.0002042528365300516
178.galgel,2,21,8,1,0.00020770246799454463
178.galgel,2,22,16,1,0.00016604516917147796
178.galgel,2,22,32,1,0.00016597973885919043
178.galgel,2,22,4,1,0.00018096933873528576
178.galgel,2,22,64,1,0.00016590703851220427
178.galgel,2,22,8,1,0.00016513156814435196
178.galgel,2,23,16,1,0.00015237871561053063
178.galgel,2,23,32,1,0.00015200430882355193
178.galgel,2,23,4,1,0.00015363037325114227
178.galgel,2,23,64,1,0.00015188919994082385
178.galgel,2,23,8,1,0.00015353949781740956
178.galgel,2,24,16,1,0.0001518758715438764
178.galgel,2,24,32,1,0.0001518758715438764
178.galgel,2,24,4,1,0.00015188192990612525
178.galgel,2,24,64,1,0.0001518758715438764
178.galgel,2,24,8,1,0.0001518758715438764
178.galgel,2,25,16,1,0.0001518758715438764
178.galgel,2,25,32,1,0.0001518758715438764
178.galgel,2,25,4,1,0.0001518758715438764
178.galgel,2,25,64,1,0.0001518758715438764
178.galgel,2,25,8,1,0.0001518758715438764
178.galgel,l,16,16,1,0.029204937421770792
178.galgel,l,16,32,1,0.029180195070346502
178.galgel,l,16,4,1,0.02936626555009532
178.galgel,l,16,64,1,0.029136855970163158
178.galgel,l,16,8,1,0.029316653621639516
178.galgel,l,17,16,1,0.02910123522348484
178.galgel,l,17,32,1,0.029064406439374104
178.galgel,l,17,4,1,0.029082460358875666
178.galgel,l,17,64,1,0.029059797237375184
178.galgel,l,17,8,1,0.029105631171132604
178.galgel,l,18,16,1,0.028810889424381335
178.galgel,l,18,32,1,0.028813223105519592
178.galgel,l,18,4,1,0.028471015302221063
178.galgel,l,18,64,1,0.028721933279809077
178.galgel,l,18,8,1,0.028747678896021773
178.galgel,l,19,16,1,0.02697911694164878
178.galgel,l,19,32,1,0.027174746305353825
178.galgel,l,19,4,1,0.025938041914444796
178.galgel,l,19,64,1,0.027198921594071623
178.galgel,l,19,8,1,0.026527898603061862
178.galgel,l,20,16,1,0.012832893192508172
178.galgel,l,20,32,1,0.015116283865736069
178.galgel,l,20,4,1,0.010778137840517036
178.galgel,l,20,64,1,0.015942579046166406
178.galgel,l,20,8,1,0.011017223836633054
178.galgel,l,21,16,1,0.000174183973016578
178.galgel,l,21,32,1,0.00017417791465432913
178.galgel,l,21,4,1,0.00020664588961834585
178.galgel,l,21,64,1,0.0001741754913094296
178.galgel,l,21,8,1,0.00017505516550796207
178.galgel,l,22,16,1,0.0001631165568603857
178.galgel,l,22,32,1,0.00016209148196788092
178.galgel,l,22,4,1,0.00017582821253091485
178.galgel,l,22,64,1,0.0001627070115723637
178.galgel,l,22,8,1,0.0001639089906425348
178.galgel,l,23,16,1,0.0001518758715438764
178.galgel,l,23,32,1,0.0001518758715438764
178.galgel,l,23,4,1,0.00015273737065566232
178.galgel,l,23,64,1,0.0001518758715438764
178.galgel,l,23,8,1,0.000151898893320422
178.galgel,l,24,16,1,0.0001518758715438764
178.galgel,l,24,32,1,0.0001518758715438764
178.galgel,l,24,4,1,0.00015187829488877593
178.galgel,l,24,64,1,0.0001518758715438764
178.galgel,l,24,8,1,0.0001518758715438764
178.galgel,l,25,16,1,0.0001518758715438764
178.galgel,l,25,32,1,0.0001518758715438764
178.galgel,l,25,4,1,0.0001518758715438764
178.galgel,l,25,64,1,0.0001518758715438764
178.galgel,l,25,8,1,0.0001518758715438764
179.art,2,16,16,1,0.3272937873841462
179.art,2,16,32,1,0.32729976307992764
179.art,2,16,4,1,0.3273050925565233
179.art,2,16,64,1,0.3273103678151827
179.art,2,16,8,1,0.3272960103195313
179.art,2,17,16,1,0.3272610925032549
179.art,2,17,32,1,0.32725866734962117
179.art,2,17,4,1,0.32726599409775925
179.art,2,17,64,1,0.32725899851863705
179.art,2,17,8,1,0.3272647544119743
179.art,2,18,16,1,0.32576448257203416
179.art,2,18,32,1,0.3256069267147234
179.art,2,18,4,1,0.3266218264014598
179.art,2,18,64,1,0.325525441552631
179.art,2,18,8,1,0.32606700253730564
179.art,2,19,16,1,0.29379231651308124
179.art,2,19,32,1,0.293080059880985
179.art,2,19,4,1,0.2992231352236125
179.art,2,19,64,1,0.2927045625735591
179.art,2,19,8,1,0.2953820142447458
179.art,2,20,16,1,0.17416674856994185
179.art,2,20,32,1,0.17379277962217754
179.art,2,20,4,1,0.17677242008961985
179.art,2,20,64,1,0.17367425628289754
179.art,2,20,8,1,0.17492567512232798
179.art,2,21,16,1,0.040053772938846835
179.art,2,21,32,1,0.04090523632021683
179.art,2,21,4,1,0.03956414247962525
179.art,2,21,64,1,0.04133418078996037
179.art,2,21,8,1,0.038776873134741804
179.art,2,22,16,1,0.00007038367331359418
179.art,2,22,32,1,0.00007038367331359418
179.art,2,22,4,1,0.00007076026816789118
179.art,2,22,64,1,0.00007038367331359418
179.art,2,22,8,1,0.00007038367331359418
179.art,2,23,16,1,0.00007038367331359418
179.art,2,23,32,1,0.00007038367331359418
179.art,2,23,4,1,0.00007038367331359418
179.art,2,23,64,1,0.00007038367331359418
179.art,2,23,8,1,0.00007038367331359418
179.art,2,24,16,1,0.00007038367331359418
179.art,2,24,32,1,0.00007038367331359418
179.art,2,24,4,1,0.00007038367331359418
179.art,2,24,64,1,0.00007038367331359418
179.art,2,24,8,1,0.00007038367331359418
179.art,2,25,16,1,0.00007038367331359418
179.art,2,25,32,1,0.00007038367331359418
179.art,2,25,4,1,0.00007038367331359418
179.art,2,25,64,1,0.00007038367331359418
179.art,2,25,8,1,0.00007038367331359418
179.art,l,16,16,1,0.32725891792440753
179.art,l,16,32,1,0.32725891792440753
179.art,l,16,4,1,0.32725891792440753
179.art,l,16,64,1,0.32725891792440753
179.art,l,16,8,1,0.32725891792440753
179.art,l,17,16,1,0.32725891792440753
179.art,l,17,32,1,0.32725891792440753
179.art,l,17,4,1,0.32725891792440753
179.art,l,17,64,1,0.32725891792440753
179.art,l,17,8,1,0.32725891792440753
179.art,l,18,16,1,0.32725891792440753
179.art,l,18,32,1,0.32725891792440753
179.art,l,18,4,1,0.32725891792440753
179.art,l,18,64,1,0.32725891792440753
179.art,l,18,8,1,0.32725891792440753
179.art,l,19,16,1,0.32725891792440753
179.art,l,19,32,1,0.32725891792440753
179.art,l,19,4,1,0.3231048407602215
179.art,l,19,64,1,0.32725891792440753
179.art,l,19,8,1,0.32725891792440753
179.art,l,20,16,1,0.23719081914146126
179.art,l,20,32,1,0.23837470734330307
179.art,l,20,4,1,0.2161259683821628
179.art,l,20,64,1,0.23909021851692222
179.art,l,20,8,1,0.2337866375799064
179.art,l,21,16,1,0.04431753445335906
179.art,l,21,32,1,0.04479958319360736
179.art,l,21,4,1,0.04071166216905928
179.art,l,21,64,1,0.04484642162910444
179.art,l,21,8,1,0.041842569189765054
179.art,l,22,16,1,0.00007038367331359418
179.art,l,22,32,1,0.00007038367331359418
179.art,l,22,4,1,0.00007074121862273219
179.art,l,22,64,1,0.00007038367331359418
179.art,l,22,8,1,0.00007038367331359418
179.art,l,23,16,1,0.00007038367331359418
179.art,l,23,32,1,0.00007038367331359418
179.art,l,23,4,1,0.00007038367331359418
179.art,l,23,64,1,0.00007038367331359418
179.art,l,23,8,1,0.00007038367331359418
179.art,l,24,16,1,0.00007038367331359418
179.art,l,24,32,1,0.00007038367331359418
179.art,l,24,4,1,0.00007038367331359418
179.art,l,24,64,1,0.00007038367331359418
179.art,l,24,8,1,0.00007038367331359418
179.art,l,25,16,1,0.00007038367331359418
179.art,l,25,32,1,0.00007038367331359418
179.art,l,25,4,1,0.00007038367331359418
179.art,l,25,64,1,0.00007038367331359418
179.art,l,25,8,1,0.00007038367331359418
181.mcf,2,16,16,1,0.29677546964838636
181.mcf,2,16,32,1,0.2966768292920957
181.mcf,2,16,4,1,0.2973175261928683
181.mcf,2,16,64,1,0.2966460144666264
181.mcf,2,16,8,1,0.29689374301802446
181.mcf,2,17,16,1,0.2835254198947204
181.mcf,2,17,32,1,0.2834496289849591
181.mcf,2,17,4,1,0.2844080799924483
181.mcf,2,17,64,1,0.28339696927232105
181.mcf,2,17,8,1,0.2838211184596186
181.mcf,2,18,16,1,0.2714443994358842
181.mcf,2,18,32,1,0.2713340730129042
181.mcf,2,18,4,1,0.2719246578057079
181.mcf,2,18,64,1,0.27133069990532666
181.mcf,2,18,8,1,0.2716094960677735
181.mcf,2,19,16,1,0.25933337385538835
181.mcf,2,19,32,1,0.2593238864966047
181.mcf,2,19,4,1,0.25974809098074786
181.mcf,2,19,64,1,0.259308721995013
181.mcf,2,19,8,1,0.25930544236543623
181.mcf,2,20,16,1,0.24275059638734095
181.mcf,2,20,32,1,0.2426236216640807
181.mcf,2,20,4,1,0.24340693176266698
181.mcf,2,20,64,1,0.2425912624767112
181.mcf,2,20,8,1,0.24313865648337865
181.mcf,2,21,16,1,0.18286024057890626
181.mcf,2,21,32,1,0.1827278507145584
181.mcf,2,21,4,1,0.1962224849989763
181.mcf,2,21,64,1,0.1826726842115895
181.mcf,2,21,8,1,0.1833161038237088
181.mcf,2,22,16,1,0.11804762158281014
181.mcf,2,22,32,1,0.11856873510534208
181.mcf,2,22,4,1,0.11604340584873445
181.mcf,2,22,64,1,0.11880937381118777
181.mcf,2,22,8,1,0.11870745514191193
181.mcf,2,23,16,1,0.04948108406627097
181.mcf,2,23,32,1,0.04894730756611188
181.mcf,2,23,4,1,0.052949082347334295
181.mcf,2,23,64,1,0.048901203162852645
181.mcf,2,23,8,1,0.0507225035148617
181.mcf,2,24,16,1,0.03917861291488873
181.mcf,2,24,32,1,0.03925592317131064
181.mcf,2,24,4,1,0.03894775385115309
181.mcf,2,24,64,1,0.03928374670075485
181.mcf,2,24,8,1,0.039086980775473665
181.mcf,2,25,16,1,0.03687138231661413
181.mcf,2,25,32,1,0.036924476504467105
181.mcf,2,25,4,1,0.03688146345819149
181.mcf,2,25,64,1,0.03695633802022681
181.mcf,2,25,8,1,0.036748287588682135
181.mcf,l,16,16,1,0.29552270908009504
181.mcf,l,16,32,1,0.29478931491733507
181.mcf,l,16,4,1,0.2969324020960101
181.mcf,l,16,64,1,0.29425827692762146
181.mcf,l,16,8,1,0.29617202043944674
181.mcf,l,17,16,1,0.2799728516713716
181.mcf,l,17,32,1,0.2795981878944601
181.mcf,l,17,4,1,0.2827673304240636
181.mcf,l,17,64,1,0.27953263480067186
181.mcf,l,17,8,1,0.28096273498577184
181.mcf,l,18,16,1,0.2688286874852523
181.mcf,l,18,32,1,0.26856794969264675
181.mcf,l,18,4,1,0.27031727066746164
181.mcf,l,18,64,1,0.26846921980813004
181.mcf,l,18,8,1,0.26929587736724825
181.mcf,l,19,16,1,0.2571439676690298
181.mcf,l,19,32,1,0.2570074055260273
181.mcf,l,19,4,1,0.2583244789588571
181.mcf,l,19,64,1,0.2569239072892719
181.mcf,l,19,8,1,0.25737864221510726
181.mcf,l,20,16,1,0.24358503763576378
181.mcf,l,20,32,1,0.2434500409201265
181.mcf,l,20,4,1,0.24383201836315552
181.mcf,l,20,64,1,0.2434915741174883
181.mcf,l,20,8,1,0.2436671982154939
181.mcf,l,21,16,1,0.2229446698038858
181.mcf,l,21,32,1,0.22394455658096138
181.mcf,l,21,4,1,0.20846477607462746
181.mcf,l,21,64,1,0.2241167996718401
181.mcf,l,21,8,1,0.20564509775947096
181.mcf,l,22,16,1,0.12312631033034457
181.mcf,l,22,32,1,0.12387000945524712
181.mcf,l,22,4,1,0.11952745601410118
181.mcf,l,22,64,1,0.12427659926090473
181.mcf,l,22,8,1,0.1243643593045409
181.mcf,l,23,16,1,0.04340980640867979
181.mcf,l,23,32,1,0.04125999671349782
181.mcf,l,23,4,1,0.05271476854734437
181.mcf,l,23,64,1,0.04068543615657474
181.mcf,l,23,8,1,0.04803205787749138
181.mcf,l,24,16,1,0.037423121075430645
181.mcf,l,24,32,1,0.03742281167641397
181.mcf,l,24,4,1,0.03794285744319049
181.mcf,l,24,64,1,0.03741166936203899
181.mcf,l,24,8,1,0.03745762499045192
181.mcf,l,25,16,1,0.036317878008515235
181.mcf,l,25,32,1,0.036332135378521924
181.mcf,l,25,4,1,0.03646405521968273
181.mcf,l,25,64,1,0.036336643388024455
181.mcf,l,25,8,1,0.03632478616443222
183.equake,2,16,16,1,0.0629464343049399
183.equake,2,16,32,1,0.06277846654620678
183.equake,2,16,4,1,0.09419153219734848
183.equake,2,16,64,1,0.06274667524173463
183.equake,2,16,8,1,0.06688289822851948
183.equake,2,17,16,1,0.062052558063892684
183.equake,2,17,32,1,0.06190604832564668
183.equake,2,17,4,1,0.09289536941112836
183.equake,2,17,64,1,0.06187188266362335
183.equake,2,17,8,1,0.06227829297611866
183.equake,2,18,16,1,0.06135597550590994
183.equake,2,18,32,1,0.061318933752060927
183.equake,2,18,4,1,0.06144191415089017
183.equake,2,18,64,1,0.06129431103153714
183.equake,2,18,8,1,0.06164257899986532
183.equake,2,19,16,1,0.06105712281346118
183.equake,2,19,32,1,0.061009317083373815
183.equake,2,19,4,1,0.060951533279407256
183.equake,2,19,64,1,0.06100146360994014
183.equake,2,19,8,1,0.061008353575961745
183.equake,2,20,16,1,0.06067308074734919
183.equake,2,20,32,1,0.06068004619551828
183.equake,2,20,4,1,0.060701692921374124
183.equake,2,20,64,1,0.06066285291636433
183.equake,2,20,8,1,0.06066793686100408
183.equake,2,21,16,1,0.05938128926549399
183.equake,2,21,32,1,0.059395468808906254
183.equake,2,21,4,1,0.05932690992838553
183.equake,2,21,64,1,0.05940188812153763
183.equake,2,21,8,1,0.05941538943565406
183.equake,2,22,16,1,0.05630256450485093
183.equake,2,22,32,1,0.056302618896398385
183.equake,2,22,4,1,0.05604595295417533
183.equake,2,22,64,1,0.056322648306241105
183.equake,2,22,8,1,0.0562317655806003
183.equake,2,23,16,1,0.0515290868179787
183.equake,2,23,32,1,0.05160249431644405
183.equake,2,23,4,1,0.050840862797798855
183.equake,2,23,64,1,0.05163839384779649
183.equake,2,23,8,1,0.05131579202967798
183.equake,2,24,16,1,0.04669169462271953
183.equake,2,24,32,1,0.046714565713408915
183.equake,2,24,4,1,0.04655466899429929
183.equake,2,24,64,1,0.046715443748389276
183.equake,2,24,8,1,0.04658945405394467
183.equake,2,25,16,1,0.024128159273369774
183.equake,2,25,32,1,0.023972430722845793
183.equake,2,25,4,1,0.026336917873214568
183.equake,2,25,64,1,0.023825201684135475
183.equake,2,25,8,1,0.024671686236874945
183.equake,l,16,16,1,0.062264675108686246
183.equake,l,16,32,1,0.062244886575696545
183.equake,l,16,4,1,0.1000411033594029
183.equake,l,16,64,1,0.06223994360506755
183.equake,l,16,8,1,0.06977846555827867
183.equake,l,17,16,1,0.061623530857939965
183.equake,l,17,32,1,0.061608948373063896
183.equake,l,17,4,1,0.09906439656180151
183.equake,l,17,64,1,0.06160215941991615
183.equake,l,17,8,1,0.06169862671443961
183.equake,l,18,16,1,0.061001697826603675
183.equake,l,18,32,1,0.06097343309246351
183.equake,l,18,4,1,0.061110811710926416
183.equake,l,18,64,1,0.060969703386352256
183.equake,l,18,8,1,0.06106147746735239
183.equake,l,19,16,1,0.06088807055387368
183.equake,l,19,32,1,0.060887093726082635
183.equake,l,19,4,1,0.060892461838807053
183.equake,l,19,64,1,0.060887067085324695
183.equake,l,19,8,1,0.06088864888032724
183.equake,l,20,16,1,0.060876571736728884
183.equake,l,20,32,1,0.06087626314794944
183.equake,l,20,4,1,0.060837073482991715
183.equake,l,20,64,1,0.06087612328397027
183.equake,l,20,8,1,0.06087447599710446
183.equake,l,21,16,1,0.05960548678398065
183.equake,l,21,32,1,0.05963373708771027
183.equake,l,21,4,1,0.059408626013232664
183.equake,l,21,64,1,0.059653199271415235
183.equake,l,21,8,1,0.05963983893130955
183.equake,l,22,16,1,0.056107476454537376
183.equake,l,22,32,1,0.056089237525634376
183.equake,l,22,4,1,0.0561522595686304
183.equake,l,22,64,1,0.056126673340694544
183.equake,l,22,8,1,0.05613912012480929
183.equake,l,23,16,1,0.050758520655140194
183.equake,l,23,32,1,0.05085077537981479
183.equake,l,23,4,1,0.050314039589520534
183.equake,l,23,64,1,0.0509395090843153
183.equake,l,23,8,1,0.05067199369342218
183.equake,l,24,16,1,0.046427643640389864
183.equake,l,24,32,1,0.04641800967630069
183.equake,l,24,4,1,0.04630076592068067
183.equake,l,24,64,1,0.04639641068180282
183.equake,l,24,8,1,0.046414775044274444
183.equake,l,25,16,1,0.0440339715397005
183.equake,l,25,32,1,0.0441017822589358
183.equake,l,25,4,1,0.040450913920636315
183.equake,l,25,64,1,0.04410052348312325
183.equake,l,25,8,1,0.043926009868158554
186.crafty,2,16,16,1,0.002838268603539298
186.crafty,2,16,32,1,0.0026194126599164195
186.crafty,2,16,4,1,0.005234600002421808
186.crafty,2,16,64,1,0.0024959675918480853
186.crafty,2,16,8,1,0.003218374514382999
186.crafty,2,17,16,1,0.001168502829238143
186.crafty,2,17,32,1,0.0011256813852829838
186.crafty,2,17,4,1,0.0018201982220111762
186.crafty,2,17,64,1,0.0011034672004386348
186.crafty,2,17,8,1,0.0013405947869200231
186.crafty,2,18,16,1,0.0006279898394602478
186.crafty,2,18,32,1,0.0006126302396823129
186.crafty,2,18,4,1,0.000707305627231913
186.crafty,2,18,64,1,0.000605880335903109
186.crafty,2,18,8,1,0.0006471546720031356
186.crafty,2,19,16,1,0.0003258823635660472
186.crafty,2,19,32,1,0.0003235032434021788
186.crafty,2,19,4,1,0.0003615487735655268
186.crafty,2,19,64,1,0.0003191596497315732
186.crafty,2,19,8,1,0.00033450293554267006
186.crafty,2,20,16,1,0.00008410801553031457
186.crafty,2,20,32,1,0.00008168267246040523
186.crafty,2,20,4,1,0.0000989537253528538
186.crafty,2,20,64,1,0.00008137542608495707
186.crafty,2,20,8,1,0.00008991850671909961
186.crafty,2,21,16,1,0.00002848826459077928
186.crafty,2,21,32,1,0.00002848826459077928
186.crafty,2,21,4,1,0.000029261818518345655
186.crafty,2,21,64,1,0.00002848826459077928
186.crafty,2,21,8,1,0.00002848826459077928
186.crafty,2,22,16,1,0.00002848826459077928
186.crafty,2,22,32,1,0.00002848826459077928
186.crafty,2,22,4,1,0.00002848826459077928
186.crafty,2,22,64,1,0.00002848826459077928
186.crafty,2,22,8,1,0.00002848826459077928
186.crafty,2,23,16,1,0.00002848826459077928
186.crafty,2,23,32,1,0.00002848826459077928
186.crafty,2,23,4,1,0.00002848826459077928
186.crafty,2,23,64,1,0.00002848826459077928
186.crafty,2,23,8,1,0.00002848826459077928
186.crafty,2,24,16,1,0.00002848826459077928
186.crafty,2,24,32,1,0.00002848826459077928
186.crafty,2,24,4,1,0.00002848826459077928
186.crafty,2,24,64,1,0.00002848826459077928
186.crafty,2,24,8,1,0.00002848826459077928
186.crafty,2,25,16,1,0.00002848826459077928
186.crafty,2,25,32,1,0.00002848826459077928
186.crafty,2,25,4,1,0.00002848826459077928
186.crafty,2,25,64,1,0.00002848826459077928
186.crafty,2,25,8,1,0.00002848826459077928
186.crafty,l,16,16,1,0.002139950612537862
186.crafty,l,16,32,1,0.0019276596810700237
186.crafty,l,16,4,1,0.0051801072746913285
186.crafty,l,16,64,1,0.0018137909115355695
186.crafty,l,16,8,1,0.0025864693228816417
186.crafty,l,17,16,1,0.000935276999825499
186.crafty,l,17,32,1,0.0008916561714952798
186.crafty,l,17,4,1,0.001646190732723073
186.crafty,l,17,64,1,0.000874839190679821
186.crafty,l,17,8,1,0.0011055866566303323
186.crafty,l,18,16,1,0.0005373671131726431
186.crafty,l,18,32,1,0.0005223677801623797
186.crafty,l,18,4,1,0.000637167805303834
186.crafty,l,18,64,1,0.0005164607646698034
186.crafty,l,18,8,1,0.0005608211594966767
186.crafty,l,19,16,1,0.00029057893932871214
186.crafty,l,19,32,1,0.0002870673579668423
186.crafty,l,19,4,1,0.00033250039611331105
186.crafty,l,19,64,1,0.0002844095408694921
186.crafty,l,19,8,1,0.0003000423995919627
186.crafty,l,20,16,1,0.00007158024849600146
186.crafty,l,20,32,1,0.00006822636881356517
186.crafty,l,20,4,1,0.00009058873885669227
186.crafty,l,20,64,1,0.00006704360621781342
186.crafty,l,20,8,1,0.00007875431541299226
186.crafty,l,21,16,1,0.00002848826459077928
186.crafty,l,21,32,1,0.00002848826459077928
186.crafty,l,21,4,1,0.00002911091432509457
186.crafty,l,21,64,1,0.00002848826459077928
186.crafty,l,21,8,1,0.00002848826459077928
186.crafty,l,22,16,1,0.00002848826459077928
186.crafty,l,22,32,1,0.00002848826459077928
186.crafty,l,22,4,1,0.00002848826459077928
186.crafty,l,22,64,1,0.00002848826459077928
186.crafty,l,22,8,1,0.00002848826459077928
186.crafty,l,23,16,1,0.00002848826459077928
186.crafty,l,23,32,1,0.00002848826459077928
186.crafty,l,23,4,1,0.00002848826459077928
186.crafty,l,23,64,1,0.00002848826459077928
186.crafty,l,23,8,1,0.00002848826459077928
186.crafty,l,24,16,1,0.00002848826459077928
186.crafty,l,24,32,1,0.00002848826459077928
186.crafty,l,24,4,1,0.00002848826459077928
186.crafty,l,24,64,1,0.00002848826459077928
186.crafty,l,24,8,1,0.00002848826459077928
186.crafty,l,25,16,1,0.00002848826459077928
186.crafty,l,25,32,1,0.00002848826459077928
186.crafty,l,25,4,1,0.00002848826459077928
186.crafty,l,25,64,1,0.00002848826459077928
186.crafty,l,25,8,1,0.00002848826459077928
188.ammp,2,16,16,1,0.04208343141069543
188.ammp,2,16,32,1,0.04205540409507405
188.ammp,2,16,4,1,0.0425433230092471
188.ammp,2,16,64,1,0.042095041748687036
188.ammp,2,16,8,1,0.0421671776045812
188.ammp,2,17,16,1,0.03440898322511372
188.ammp,2,17,32,1,0.034373931957185105
188.ammp,2,17,4,1,0.03481914040648724
188.ammp,2,17,64,1,0.03436836785882777
188.ammp,2,17,8,1,0.034523919527677
