name,policy,size,assoc,level,miss
172.mgrid,2,18,4,1,0.03342442172774289
172.mgrid,2,18,64,1,0.03312184197793911
172.mgrid,2,18,8,1,0.033295375317423194
172.mgrid,2,19,16,1,0.029203621032884784
172.mgrid,2,19,32,1,0.028916974768848983
172.mgrid,2,19,4,1,0.03064709491602042
172.mgrid,2,19,64,1,0.0289297072821143
172.mgrid,2,19,8,1,0.02974004884461673
172.mgrid,2,20,16,1,0.024088981709770776
172.mgrid,2,20,32,1,0.02392515423502354
172.mgrid,2,20,4,1,0.023574474794637264
172.mgrid,2,20,64,1,0.02385037748586931
172.mgrid,2,20,8,1,0.024112496229471952
172.mgrid,2,21,16,1,0.02191750757566352
172.mgrid,2,21,32,1,0.02193619318401634
172.mgrid,2,21,4,1,0.02134463369965595
172.mgrid,2,21,64,1,0.021906700861892732
172.mgrid,2,21,8,1,0.021782221190645233
172.mgrid,2,22,16,1,0.02074758369642306
172.mgrid,2,22,32,1,0.020794397232959675
172.mgrid,2,22,4,1,0.020606599525444847
172.mgrid,2,22,64,1,0.020805714564985606
172.mgrid,2,22,8,1,0.02062841884744414
172.mgrid,2,23,16,1,0.019997021530774643
172.mgrid,2,23,32,1,0.02002925087655619
172.mgrid,2,23,4,1,0.02006433941004059
172.mgrid,2,23,64,1,0.020043807614716892
172.mgrid,2,23,8,1,0.02001602970711122
172.mgrid,2,24,16,1,0.018848389883721724
172.mgrid,2,24,32,1,0.01882782651791451
172.mgrid,2,24,4,1,0.019030443135866205
172.mgrid,2,24,64,1,0.018828595190556657
172.mgrid,2,24,8,1,0.018905565402000453
172.mgrid,2,25,16,1,0.013456368174539532
172.mgrid,2,25,32,1,0.013409372078250409
172.mgrid,2,25,4,1,0.0136325204915258
172.mgrid,2,25,64,1,0.013396507792532151
172.mgrid,2,25,8,1,0.01353302817166703
172.mgrid,l,16,16,1,0.0344843581602998
172.mgrid,l,16,32,1,0.03448476445869637
172.mgrid,l,16,4,1,0.034477829933360404
172.mgrid,l,16,64,1,0.03448486328803607
172.mgrid,l,16,8,1,0.034483682826478484
172.mgrid,l,17,16,1,0.03430501859710805
172.mgrid,l,17,32,1,0.03434517625214148
172.mgrid,l,17,4,1,0.03439426149086159
172.mgrid,l,17,64,1,0.03434659829652946
172.mgrid,l,17,8,1,0.03433105738286086
172.mgrid,l,18,16,1,0.03354316243413891
172.mgrid,l,18,32,1,0.0335445172196707
172.mgrid,l,18,4,1,0.03351987577097094
172.mgrid,l,18,64,1,0.03354521726082694
172.mgrid,l,18,8,1,0.03354278907885558
172.mgrid,l,19,16,1,0.03230531809118625
172.mgrid,l,19,32,1,0.032106410318732924
172.mgrid,l,19,4,1,0.03308386817678721
172.mgrid,l,19,64,1,0.032537967847370494
172.mgrid,l,19,8,1,0.03269371465096713
172.mgrid,l,20,16,1,0.021598732167815597
172.mgrid,l,20,32,1,0.021600560510600136
172.mgrid,l,20,4,1,0.021614653299916114
172.mgrid,l,20,64,1,0.021601916668761642
172.mgrid,l,20,8,1,0.021595496879569978
172.mgrid,l,21,16,1,0.02147474115274775
172.mgrid,l,21,32,1,0.021480065583424354
172.mgrid,l,21,4,1,0.021408732762232895
172.mgrid,l,21,64,1,0.0214836742269533
172.mgrid,l,21,8,1,0.021450807980982544
172.mgrid,l,22,16,1,0.020814120549379398
172.mgrid,l,22,32,1,0.020854652932325874
172.mgrid,l,22,4,1,0.020585216699695912
172.mgrid,l,22,64,1,0.02085736387601917
172.mgrid,l,22,8,1,0.020675188459829776
172.mgrid,l,23,16,1,0.01998537064972721
172.mgrid,l,23,32,1,0.01998809943760684
172.mgrid,l,23,4,1,0.020056417963937298
172.mgrid,l,23,64,1,0.019992865207988163
172.mgrid,l,23,8,1,0.020003883306735543
172.mgrid,l,24,16,1,0.019349221288973564
172.mgrid,l,24,32,1,0.019382960527445047
172.mgrid,l,24,4,1,0.01927694821642519
172.mgrid,l,24,64,1,0.019407824342159142
172.mgrid,l,24,8,1,0.019325639510416198
172.mgrid,l,25,16,1,0.01675573626591829
172.mgrid,l,25,32,1,0.01696328336981749
172.mgrid,l,25,4,1,0.015326695584268727
172.mgrid,l,25,64,1,0.017036676508215852
172.mgrid,l,25,8,1,0.016236368868952907
173.applu,2,16,16,1,0.05600135981360602
173.applu,2,16,32,1,0.05608454065309643
173.applu,2,16,4,1,0.05587678946162675
173.applu,2,16,64,1,0.05610090510538269
173.applu,2,16,8,1,0.05586930812040718
173.applu,2,17,16,1,0.05530438047475382
173.applu,2,17,32,1,0.05535935184130768
173.applu,2,17,4,1,0.055231381117654424
173.applu,2,17,64,1,0.05539116979180587
173.applu,2,17,8,1,0.0552764170641247
173.applu,2,18,16,1,0.05513153871872995
173.applu,2,18,32,1,0.055140537007898
173.applu,2,18,4,1,0.05509454429788127
173.applu,2,18,64,1,0.05515647477767243
173.applu,2,18,8,1,0.05511719380974352
173.applu,2,19,16,1,0.05507855024789822
173.applu,2,19,32,1,0.055082551378078104
173.applu,2,19,4,1,0.055070834623949766
173.applu,2,19,64,1,0.05508489027884077
173.applu,2,19,8,1,0.0550723227773729
173.applu,2,20,16,1,0.05499533537851423
173.applu,2,20,32,1,0.05499096122834702
173.applu,2,20,4,1,0.05500728772421351
173.applu,2,20,64,1,0.054988288572858854
173.applu,2,20,8,1,0.05500406404621775
173.applu,2,21,16,1,0.054466995103828644
173.applu,2,21,32,1,0.054442621846972315
173.applu,2,21,4,1,0.054496847173551514
173.applu,2,21,64,1,0.054430655104010364
173.applu,2,21,8,1,0.05440013552483649
173.applu,2,22,16,1,0.05324286784540826
173.applu,2,22,32,1,0.053327332658960315
173.applu,2,22,4,1,0.05325227711098339
173.applu,2,22,64,1,0.05332019946972892
173.applu,2,22,8,1,0.05325076539840316
173.applu,2,23,16,1,0.05094486316177976
173.applu,2,23,32,1,0.050912155198680226
173.applu,2,23,4,1,0.05112009093688048
173.applu,2,23,64,1,0.05093692372583892
173.applu,2,23,8,1,0.05100387754145945
173.applu,2,24,16,1,0.04207409578456447
173.applu,2,24,32,1,0.04222715177515513
173.applu,2,24,4,1,0.04129443689273115
173.applu,2,24,64,1,0.04230521765987191
173.applu,2,24,8,1,0.04175730103448285
173.applu,2,25,16,1,0.03913099426137413
173.applu,2,25,32,1,0.03917051343855811
173.applu,2,25,4,1,0.0387341913049575
173.applu,2,25,64,1,0.03920133274256391
173.applu,2,25,8,1,0.0390493670174099
173.applu,l,16,16,1,0.055100773077248644
173.applu,l,16,32,1,0.05510078878335337
173.applu,l,16,4,1,0.05520960852997291
173.applu,l,16,64,1,0.05510077176840659
173.applu,l,16,8,1,0.05510165392795557
173.applu,l,17,16,1,0.05509814623123261
173.applu,l,17,32,1,0.055098135760496124
173.applu,l,17,4,1,0.055098046759235984
173.applu,l,17,64,1,0.055098044141551866
173.applu,l,17,8,1,0.05509798000829089
173.applu,l,18,16,1,0.055092032629966585
173.applu,l,18,32,1,0.05509240826763803
173.applu,l,18,4,1,0.05508615592911356
173.applu,l,18,64,1,0.05509246847437283
173.applu,l,18,8,1,0.055089892673197166
173.applu,l,19,16,1,0.05506787271436617
173.applu,l,19,32,1,0.055067959097942175
173.applu,l,19,4,1,0.05506788318510265
173.applu,l,19,64,1,0.05506813710046245
173.applu,l,19,8,1,0.0550676044017437
173.applu,l,20,16,1,0.05503936875196593
173.applu,l,20,32,1,0.055040281014882314
173.applu,l,20,4,1,0.05502978541039671
173.applu,l,20,64,1,0.05504086083191525
173.applu,l,20,8,1,0.05503407972119821
173.applu,l,21,16,1,0.05490348738689717
173.applu,l,21,32,1,0.05490440488518179
173.applu,l,21,4,1,0.05474870110710212
173.applu,l,21,64,1,0.05491007217130508
173.applu,l,21,8,1,0.054702904723394515
173.applu,l,22,16,1,0.05277078160249612
173.applu,l,22,32,1,0.052769788191371965
173.applu,l,22,4,1,0.052828245004333745
173.applu,l,22,64,1,0.052773422845774826
173.applu,l,22,8,1,0.052764563293865224
173.applu,l,23,16,1,0.05164330709489801
173.applu,l,23,32,1,0.05164996517446133
173.applu,l,23,4,1,0.05157710324577832
173.applu,l,23,64,1,0.051673503390082864
173.applu,l,23,8,1,0.05163513337622828
173.applu,l,24,16,1,0.04070960045049087
173.applu,l,24,32,1,0.040660158941643924
173.applu,l,24,4,1,0.040598509862895836
173.applu,l,24,64,1,0.04088158360612285
173.applu,l,24,8,1,0.04067460332262698
173.applu,l,25,16,1,0.038526010813291864
173.applu,l,25,32,1,0.038521610486283435
173.applu,l,25,4,1,0.03842183614714613
173.applu,l,25,64,1,0.03852518231626738
173.applu,l,25,8,1,0.038550208685312046
176.gcc,2,16,16,1,0.027072136005634514
176.gcc,2,16,32,1,0.027037643654499746
176.gcc,2,16,4,1,0.027288817740274203
176.gcc,2,16,64,1,0.027025608605331864
176.gcc,2,16,8,1,0.02713328794790671
176.gcc,2,17,16,1,0.02588824273106896
176.gcc,2,17,32,1,0.025880404214511116
176.gcc,2,17,4,1,0.025996418097274213
176.gcc,2,17,64,1,0.02587474551553215
176.gcc,2,17,8,1,0.025909436468004428
176.gcc,2,18,16,1,0.023916619797790393
176.gcc,2,18,32,1,0.0238277740023429
176.gcc,2,18,4,1,0.024507981664468274
176.gcc,2,18,64,1,0.023783386123695575
176.gcc,2,18,8,1,0.024102218983969314
176.gcc,2,19,16,1,0.006550603194332887
176.gcc,2,19,32,1,0.006697040499378631
176.gcc,2,19,4,1,0.0059498715660021425
176.gcc,2,19,64,1,0.006788688780366573
176.gcc,2,19,8,1,0.006240208492336531
176.gcc,2,20,16,1,0.0023997709587380654
176.gcc,2,20,32,1,0.0024029620121127763
176.gcc,2,20,4,1,0.0024053106887998756
176.gcc,2,20,64,1,0.0024039799638958695
176.gcc,2,20,8,1,0.0023990043767638035
176.gcc,2,21,16,1,0.0021573938568459666
176.gcc,2,21,32,1,0.0021579013935973863
176.gcc,2,21,4,1,0.002158588343151293
176.gcc,2,21,64,1,0.002158447307418857
176.gcc,2,21,8,1,0.0021558434232159204
176.gcc,2,22,16,1,0.0013744248736727355
176.gcc,2,22,32,1,0.0013528771082660504
176.gcc,2,22,4,1,0.0014825858484767182
176.gcc,2,22,64,1,0.001342560392409686
176.gcc,2,22,8,1,0.0014133766403473874
176.gcc,2,23,16,1,0.0005988425170575019
176.gcc,2,23,32,1,0.0005926820378876224
176.gcc,2,23,4,1,0.0006674338543590173
176.gcc,2,23,64,1,0.0005895447124109822
176.gcc,2,23,8,1,0.0006162906519560271
176.gcc,2,24,16,1,0.00032764615441087245
176.gcc,2,24,32,1,0.0003247227810997647
176.gcc,2,24,4,1,0.00035351421847850875
176.gcc,2,24,64,1,0.0003226561758775375
176.gcc,2,24,8,1,0.0003344820700136433
176.gcc,2,25,16,1,0.00030912442097768053
176.gcc,2,25,32,1,0.00030911866441717296
176.gcc,2,25,4,1,0.00031186838148630156
176.gcc,2,25,64,1,0.00030911866441717296
176.gcc,2,25,8,1,0.00030934317027696924
176.gcc,l,16,16,1,0.02687312307404614
176.gcc,l,16,32,1,0.026798664842160633
176.gcc,l,16,4,1,0.027218955162527262
176.gcc,l,16,64,1,0.026761791193829224
176.gcc,l,16,8,1,0.026987061716746245
176.gcc,l,17,16,1,0.025810174176318437
176.gcc,l,17,32,1,0.025801678452435976
176.gcc,l,17,4,1,0.02594973814811811
176.gcc,l,17,64,1,0.025796593490654267
176.gcc,l,17,8,1,0.02584143517815494
176.gcc,l,18,16,1,0.025150441640491832
176.gcc,l,18,32,1,0.025152018938070914
176.gcc,l,18,4,1,0.025182492250544627
176.gcc,l,18,64,1,0.025153928197305934
176.gcc,l,18,8,1,0.025158055651189882
176.gcc,l,19,16,1,0.01716460126728396
176.gcc,l,19,32,1,0.02391593380766324
176.gcc,l,19,4,1,0.0076597062753569955
176.gcc,l,19,64,1,0.024431394464621704
176.gcc,l,19,8,1,0.011222361941088142
176.gcc,l,20,16,1,0.002310559621698339
176.gcc,l,20,32,1,0.0023089401093422017
176.gcc,l,20,4,1,0.002349561278564057
176.gcc,l,20,64,1,0.00230727166622175
176.gcc,l,20,8,1,0.002318044109784966
176.gcc,l,21,16,1,0.002242727190957075
176.gcc,l,21,32,1,0.0022442133429947863
176.gcc,l,21,4,1,0.0022111255926238727
176.gcc,l,21,64,1,0.0022443534193004712
176.gcc,l,21,8,1,0.002233770942234006
176.gcc,l,22,16,1,0.001622231371550249
176.gcc,l,22,32,1,0.0016080136265232367
176.gcc,l,22,4,1,0.001613906425629513
176.gcc,l,22,64,1,0.0015927549034711007
176.gcc,l,22,8,1,0.001621789075817915
176.gcc,l,23,16,1,0.0005701700485959148
176.gcc,l,23,32,1,0.0005523429401306395
176.gcc,l,23,4,1,0.0006832922191306944
176.gcc,l,23,64,1,0.0005431804146560484
176.gcc,l,23,8,1,0.0006070753580101162
176.gcc,l,24,16,1,0.0003149001700203024
176.gcc,l,24,32,1,0.00031360110619908815
176.gcc,l,24,4,1,0.00034371079593407185
176.gcc,l,24,64,1,0.0003122329636517827
176.gcc,l,24,8,1,0.0003199745781077488
176.gcc,l,25,16,1,0.00030911866441717296
176.gcc,l,25,32,1,0.00030911866441717296
176.gcc,l,25,4,1,0.0003104397950536664
176.gcc,l,25,64,1,0.00030911866441717296
176.gcc,l,25,8,1,0.00030918582428976157
