"name","policy","level","miss","miss_ratio"
"300.twolf","l",2,0.04174637406164214,0.9105357386012853
"300.twolf","l",3,3.963858880611162e-5,0.9976354830098013
"300.twolf","r",1,0.07144582651997577,1.0
"300.twolf","r",2,0.04584814444051434,1.0
"300.twolf","r",3,3.973253706506566e-5,1.0
"301.apsi","2",1,0.030421845591801423,0.9543295379315634
"301.apsi","2",2,0.02207884261693115,0.9605590610136379
"301.apsi","2",3,0.008372928241779036,0.9283891646876898
"301.apsi","f",1,0.032001074520624256,1.003869754332432
"301.apsi","f",2,0.021397226882716565,0.9309047815303826
"301.apsi","f",3,0.008302216758863877,0.9205486849102729
"301.apsi","l",1,0.030360660904360178,0.9524101818452243
"301.apsi","l",2,0.021352566928198678,0.9289618117506299
"301.apsi","l",3,0.008283841642020178,0.918511254409861
"301.apsi","r",1,0.03187771559260175,1.0
"301.apsi","r",2,0.02298540871982642,1.0
"301.apsi","r",3,0.009018769886867098,1.0
