"name","policy","size","assoc","level","miss","miss_ratio"
"171.swim","l",17,32,1,0.07932016075304693,1.0
"171.swim","l",17,4,1,0.0818198465367439,1.0
"171.swim","l",17,64,1,0.07932096121690083,1.0
"171.swim","l",17,8,1,0.07932949239630178,1.0
"171.swim","l",18,16,1,0.06982115511557328,1.0
"171.swim","l",18,32,1,0.06982118555146126,1.0
"171.swim","l",18,4,1,0.0698204855260377,1.0
"171.swim","l",18,64,1,0.06982118555146126,1.0
"171.swim","l",18,8,1,0.06982124946682601,1.0
"171.swim","l",19,16,1,0.069815936882579,1.0
"171.swim","l",19,32,1,0.06981491880212605,1.0
"171.swim","l",19,4,1,0.06981726845267816,1.0
"171.swim","l",19,64,1,0.06981439073946959,1.0
"171.swim","l",19,8,1,0.06981819979085035,1.0
"171.swim","l",20,16,1,0.06981238957983486,1.0
"171.swim","l",20,32,1,0.06981158455059777,1.0
"171.swim","l",20,4,1,0.0698149994572292,1.0
"171.swim","l",20,64,1,0.0698112375814748,1.0
"171.swim","l",20,8,1,0.06981534490455778,1.0
"171.swim","l",21,16,1,0.06980805246579763,1.0
"171.swim","l",21,32,1,0.06980631305479953,1.0
"171.swim","l",21,4,1,0.06980687003154959,1.0
"171.swim","l",21,64,1,0.06980546693711367,1.0
"171.swim","l",21,8,1,0.06980782876202098,1.0
"171.swim","l",22,16,1,0.06979562092735195,1.0
"171.swim","l",22,32,1,0.06979595267853095,1.0
"171.swim","l",22,4,1,0.06979238254887082,1.0
"171.swim","l",22,64,1,0.06979433196749597,1.0
"171.swim","l",22,8,1,0.06979512786596667,1.0
"171.swim","l",23,16,1,0.06977116873494835,1.0
"171.swim","l",23,32,1,0.06977178810526874,1.0
"171.swim","l",23,4,1,0.06976798970644876,1.0
"171.swim","l",23,64,1,0.06977197072059663,1.0
"171.swim","l",23,8,1,0.06976892713179857,1.0
"171.swim","l",24,16,1,0.06943994257502747,1.0
"171.swim","l",24,32,1,0.0694512038535803,1.0
"171.swim","l",24,4,1,0.0692990457187989,1.0
"171.swim","l",24,64,1,0.06946690420639509,1.0
"171.swim","l",24,8,1,0.06937663440623344,1.0
"171.swim","l",25,16,1,0.0674817995025805,1.0
"171.swim","l",25,32,1,0.06754994393397466,1.0
"171.swim","l",25,4,1,0.06702092711242308,1.0
"171.swim","l",25,64,1,0.06757464113527652,1.0
"171.swim","l",25,8,1,0.06728104438546047,1.0
"172.mgrid","2",16,16,1,0.03486519153033382,1.0110436554528208
"172.mgrid","2",16,32,1,0.035055649394242376,1.0165547001554782
"172.mgrid","2",16,4,1,0.0344839491166438,1.0001774816830185
"172.mgrid","2",16,64,1,0.03494569489067207,1.0133633008426592
"172.mgrid","2",16,8,1,0.034621861342312855,1.004007069561847
"172.mgrid","2",17,16,1,0.03407186920370641,0.9932036360003229
"172.mgrid","2",17,32,1,0.034127731115344895,0.9936688303708144
"172.mgrid","2",17,4,1,0.03416156918315608,0.9932345601382564
"172.mgrid","2",17,64,1,0.03417433875742379,0.9949846695844963
"172.mgrid","2",17,8,1,0.03405600983994321,0.9919883754278142
"172.mgrid","2",18,16,1,0.033149855977856295,0.988274616114242
"172.mgrid","2",18,32,1,0.0331280517547839,0.9875846934341156
"172.mgrid","2",18,4,1,0.03342442172774289,0.997152315125502
"172.mgrid","2",18,64,1,0.03312184197793911,0.9873789673324838
"172.mgrid","2",18,8,1,0.033295375317423194,0.9926239359270113
"172.mgrid","2",19,16,1,0.029203621032884784,0.9039880353585593
"172.mgrid","2",19,32,1,0.028916974768848983,0.9006604750197496
"172.mgrid","2",19,4,1,0.03064709491602042,0.9263455758031185
"172.mgrid","2",19,64,1,0.0289297072821143,0.8891061487864925
"172.mgrid","2",19,8,1,0.02974004884461673,0.9096564633941641
"172.mgrid","2",20,16,1,0.024088981709770776,1.1152960980582887
"172.mgrid","2",20,32,1,0.02392515423502354,1.1076172872126464
"172.mgrid","2",20,4,1,0.023574474794637264,1.0906709660121523
"172.mgrid","2",20,64,1,0.02385037748586931,1.1040861721478237
"172.mgrid","2",20,8,1,0.024112496229471952,1.1165520461945535
"172.mgrid","2",21,16,1,0.02191750757566352,1.0206180097709403
"172.mgrid","2",21,32,1,0.02193619318401634,1.0212349258814166
"172.mgrid","2",21,4,1,0.02134463369965595,0.9970059384976759
"172.mgrid","2",21,64,1,0.021906700861892732,1.019690609272445
"172.mgrid","2",21,8,1,0.021782221190645233,1.0154499173157723
"172.mgrid","2",22,16,1,0.02074758369642306,0.9968032830021099
"172.mgrid","2",22,32,1,0.020794397232959675,0.9971106831860626
"172.mgrid","2",22,4,1,0.020606599525444847,1.001038746691904
"172.mgrid","2",22,64,1,0.020805714564985606,0.9975236894105803
"172.mgrid","2",22,8,1,0.02062841884744414,0.9977378870100022
"172.mgrid","2",23,16,1,0.019997021530774643,1.0005829704763365
"172.mgrid","2",23,32,1,0.02002925087655619,1.0020587969895691
"172.mgrid","2",23,4,1,0.02006433941004059,1.0003949581683795
"172.mgrid","2",23,64,1,0.020043807614716892,1.0025480293193982
"172.mgrid","2",23,8,1,0.02001602970711122,1.0006072021211796
"172.mgrid","2",24,16,1,0.018848389883721724,0.9741161983848288
"172.mgrid","2",24,32,1,0.01882782651791451,0.9713596894166655
"172.mgrid","2",24,4,1,0.019030443135866205,0.9872124426651234
"172.mgrid","2",24,64,1,0.018828595190556657,0.9701548642758354
"172.mgrid","2",24,8,1,0.018905565402000453,0.9782633786483841
"172.mgrid","2",25,16,1,0.013456368174539532,0.803090234948984
"172.mgrid","2",25,32,1,0.013409372078250409,0.7904939029733772
"172.mgrid","2",25,4,1,0.0136325204915258,0.8894624687084003
"172.mgrid","2",25,64,1,0.013396507792532151,0.786333401709644
"172.mgrid","2",25,8,1,0.01353302817166703,0.8335009065693753
"172.mgrid","l",16,16,1,0.0344843581602998,1.0
"172.mgrid","l",16,32,1,0.03448476445869637,1.0
"172.mgrid","l",16,4,1,0.034477829933360404,1.0
"172.mgrid","l",16,64,1,0.03448486328803607,1.0
"172.mgrid","l",16,8,1,0.034483682826478484,1.0
"172.mgrid","l",17,16,1,0.03430501859710805,1.0
"172.mgrid","l",17,32,1,0.03434517625214148,1.0
"172.mgrid","l",17,4,1,0.03439426149086159,1.0
"172.mgrid","l",17,64,1,0.03434659829652946,1.0
"172.mgrid","l",17,8,1,0.03433105738286086,1.0
"172.mgrid","l",18,16,1,0.03354316243413891,1.0
"172.mgrid","l",18,32,1,0.0335445172196707,1.0
"172.mgrid","l",18,4,1,0.03351987577097094,1.0
"172.mgrid","l",18,64,1,0.03354521726082694,1.0
"172.mgrid","l",18,8,1,0.03354278907885558,1.0
"172.mgrid","l",19,16,1,0.03230531809118625,1.0
"172.mgrid","l",19,32,1,0.032106410318732924,1.0
"172.mgrid","l",19,4,1,0.03308386817678721,1.0
"172.mgrid","l",19,64,1,0.032537967847370494,1.0
"172.mgrid","l",19,8,1,0.03269371465096713,1.0
"172.mgrid","l",20,16,1,0.021598732167815597,1.0
"172.mgrid","l",20,32,1,0.021600560510600136,1.0
"172.mgrid","l",20,4,1,0.021614653299916114,1.0
"172.mgrid","l",20,64,1,0.021601916668761642,1.0
"172.mgrid","l",20,8,1,0.021595496879569978,1.0
"172.mgrid","l",21,16,1,0.02147474115274775,1.0
"172.mgrid","l",21,32,1,0.021480065583424354,1.0
"172.mgrid","l",21,4,1,0.021408732762232895,1.0
"172.mgrid","l",21,64,1,0.0214836742269533,1.0
"172.mgrid","l",21,8,1,0.021450807980982544,1.0
"172.mgrid","l",22,16,1,0.020814120549379398,1.0
"172.mgrid","l",22,32,1,0.020854652932325874,1.0
"172.mgrid","l",22,4,1,0.020585216699695912,1.0
"172.mgrid","l",22,64,1,0.02085736387601917,1.0
"172.mgrid","l",22,8,1,0.020675188459829776,1.0
"172.mgrid","l",23,16,1,0.01998537064972721,1.0
"172.mgrid","l",23,32,1,0.01998809943760684,1.0
"172.mgrid","l",23,4,1,0.020056417963937298,1.0
"172.mgrid","l",23,64,1,0.019992865207988163,1.0
"172.mgrid","l",23,8,1,0.020003883306735543,1.0
"172.mgrid","l",24,16,1,0.019349221288973564,1.0
"172.mgrid","l",24,32,1,0.019382960527445047,1.0
"172.mgrid","l",24,4,1,0.01927694821642519,1.0
"172.mgrid","l",24,64,1,0.019407824342159142,1.0
"172.mgrid","l",24,8,1,0.019325639510416198,1.0
"172.mgrid","l",25,16,1,0.01675573626591829,1.0
"172.mgrid","l",25,32,1,0.01696328336981749,1.0
"172.mgrid","l",25,4,1,0.015326695584268727,1.0
"172.mgrid","l",25,64,1,0.017036676508215852,1.0
"172.mgrid","l",25,8,1,0.016236368868952907,1.0
"173.applu","2",16,16,1,0.05600135981360602,1.0163443575482107
"173.applu","2",16,32,1,0.05608454065309643,1.0178536803458658
"173.applu","2",16,4,1,0.05587678946162675,1.012084507559796
"173.applu","2",16,64,1,0.05610090510538269,1.0181509860003368
"173.applu","2",16,8,1,0.05586930812040718,1.0139315998292049
"173.applu","2",17,16,1,0.05530438047475382,1.0037430341604543
"173.applu","2",17,32,1,0.05535935184130768,1.0047409241203191
"173.applu","2",17,4,1,0.055231381117654424,1.0024199470990518
"173.applu","2",17,64,1,0.05539116979180587,1.0053200736037187
"173.applu","2",17,8,1,0.0552764170641247,1.0032385407923659
"173.applu","2",18,16,1,0.05513153871872995,1.0007170925971949
"173.applu","2",18,32,1,0.055140537007898,1.0008736002250285
"173.applu","2",18,4,1,0.05509454429788127,1.0001522772578015
"173.applu","2",18,64,1,0.05515647477767243,1.0011617977025185
"173.applu","2",18,8,1,0.05511719380974352,1.000495574328095
"173.applu","2",19,16,1,0.05507855024789822,1.0001938976939864
"173.applu","2",19,32,1,0.055082551378078104,1.0002649867613576
"173.applu","2",19,4,1,0.055070834623949766,1.0000535963737192
"173.applu","2",19,64,1,0.05508489027884077,1.0003042263504893
"173.applu","2",19,8,1,0.0550723227773729,1.0000856833283465
"173.applu","2",20,16,1,0.05499533537851423,0.9991999658707909
"173.applu","2",20,32,1,0.05499096122834702,0.9991039328719641
"173.applu","2",20,4,1,0.05500728772421351,0.9995911725619968
"173.applu","2",20,64,1,0.054988288572858854,0.999044850348236
"173.applu","2",20,8,1,0.05500406404621775,0.9994545984027984
"173.applu","2",21,16,1,0.054466995103828644,0.9920498259064561
"173.applu","2",21,32,1,0.054442621846972315,0.9915893262266448
"173.applu","2",21,4,1,0.054496847173551514,0.9953998190193057
"173.applu","2",21,64,1,0.054430655104010364,0.9912690504977109
"173.applu","2",21,8,1,0.05440013552483649,0.9944652080161195
"173.applu","2",22,16,1,0.05324286784540826,1.008945977841833
"173.applu","2",22,32,1,0.053327332658960315,1.010565599876323
"173.applu","2",22,4,1,0.05325227711098339,1.0080266173259183
"173.applu","2",22,64,1,0.05332019946972892,1.0103608330570484
"173.applu","2",22,8,1,0.05325076539840316,1.0092145575398797
"173.applu","2",23,16,1,0.05094486316177976,0.9864756156720403
"173.applu","2",23,32,1,0.050912155198680226,0.9857151892883381
"173.applu","2",23,4,1,0.05112009093688048,0.991139240474207
"173.applu","2",23,64,1,0.05093692372583892,0.9857455056088705
"173.applu","2",23,8,1,0.05100387754145945,0.9877746837570978
"173.applu","2",24,16,1,0.04207409578456447,1.0335177775997342
"173.applu","2",24,32,1,0.04222715177515513,1.038538777867548
"173.applu","2",24,4,1,0.04129443689273115,1.017141688997589
"173.applu","2",24,64,1,0.04230521765987191,1.0348233587882796
"173.applu","2",24,8,1,0.04175730103448285,1.026618519258025
"173.applu","2",25,16,1,0.03913099426137413,1.015703246593949
"173.applu","2",25,32,1,0.03917051343855811,1.0168451667540155
"173.applu","2",25,4,1,0.0387341913049575,1.0081296259922385
"173.applu","2",25,64,1,0.03920133274256391,1.0175508689549024
"173.applu","2",25,8,1,0.0390493670174099,1.012948265369262
"173.applu","l",16,16,1,0.055100773077248644,1.0
