name,policy,size,level,miss
186.crafty,2,19,1,0.00033450293554267006
186.crafty,2,20,1,0.00008991850671909961
186.crafty,2,21,1,0.00002848826459077928
186.crafty,2,22,1,0.00002848826459077928
186.crafty,2,23,1,0.00002848826459077928
186.crafty,2,24,1,0.00002848826459077928
186.crafty,2,25,1,0.00002848826459077928
186.crafty,f,16,1,0.004066329647211106
186.crafty,f,17,1,0.001669481639378727
186.crafty,f,18,1,0.000773756492654614
186.crafty,f,19,1,0.0003931271753748621
186.crafty,f,20,1,0.0001090044884222707
186.crafty,f,21,1,0.00002848826459077928
186.crafty,f,22,1,0.00002848826459077928
186.crafty,f,23,1,0.00002848826459077928
186.crafty,f,24,1,0.00002848826459077928
186.crafty,f,25,1,0.00002848826459077928
186.crafty,l,16,1,0.0025864693228816417
186.crafty,l,17,1,0.0011055866566303323
186.crafty,l,18,1,0.0005608211594966767
186.crafty,l,19,1,0.0003000423995919627
186.crafty,l,20,1,0.00007875431541299226
186.crafty,l,21,1,0.00002848826459077928
186.crafty,l,22,1,0.00002848826459077928
186.crafty,l,23,1,0.00002848826459077928
186.crafty,l,24,1,0.00002848826459077928
186.crafty,l,25,1,0.00002848826459077928
186.crafty,r,16,1,0.004287560632506144
186.crafty,r,17,1,0.0017695216030235415
186.crafty,r,18,1,0.0008198543249497294
186.crafty,r,19,1,0.00040888374834585384
186.crafty,r,20,1,0.0001090085669139802
186.crafty,r,21,1,0.00002848826459077928
186.crafty,r,22,1,0.00002848826459077928
186.crafty,r,23,1,0.00002848826459077928
186.crafty,r,24,1,0.00002848826459077928
186.crafty,r,25,1,0.00002848826459077928
188.ammp,2,16,1,0.0421671776045812
188.ammp,2,17,1,0.034523919527677
188.ammp,2,18,1,0.028463744801800202
188.ammp,2,19,1,0.02179371508109429
188.ammp,2,20,1,0.014540197718455636
188.ammp,2,21,1,0.0099531432141584
188.ammp,2,22,1,0.005652293949696546
188.ammp,2,23,1,0.0019213222444367285
188.ammp,2,24,1,0.0005295858587872154
188.ammp,2,25,1,0.00045608550278900396
188.ammp,f,16,1,0.04362563079305419
188.ammp,f,17,1,0.03611462178528929
188.ammp,f,18,1,0.02985369766762868
188.ammp,f,19,1,0.023129596944276153
188.ammp,f,20,1,0.015075002521538443
188.ammp,f,21,1,0.010209281103275906
188.ammp,f,22,1,0.006733198286054105
188.ammp,f,23,1,0.002460135938081123
188.ammp,f,24,1,0.0005507759007573181
188.ammp,f,25,1,0.00045608550278900396
188.ammp,l,16,1,0.04237627650143081
188.ammp,l,17,1,0.035039304378491606
188.ammp,l,18,1,0.029264839321054132
188.ammp,l,19,1,0.02275192184904086
188.ammp,l,20,1,0.014911739278282293
188.ammp,l,21,1,0.009819614254665597
188.ammp,l,22,1,0.007428805934567656
188.ammp,l,23,1,0.002254605423885496
188.ammp,l,24,1,0.0005983897021241613
188.ammp,l,25,1,0.00045608550278900396
188.ammp,r,16,1,0.04381336639939686
188.ammp,r,17,1,0.035704890338692334
188.ammp,r,18,1,0.028999852326439035
188.ammp,r,19,1,0.02235307820002608
188.ammp,r,20,1,0.015441938893513946
188.ammp,r,21,1,0.01023120711577457
188.ammp,r,22,1,0.005355593071757705
188.ammp,r,23,1,0.0018665287013806874
188.ammp,r,24,1,0.0005175927624002832
188.ammp,r,25,1,0.00045608550278900396
189.lucas,2,16,1,0.08642152059178662
189.lucas,2,17,1,0.08640690711339051
189.lucas,2,18,1,0.08639618861019817
189.lucas,2,19,1,0.0863794643210641
189.lucas,2,20,1,0.08634007979157445
189.lucas,2,21,1,0.08624095278527504
189.lucas,2,22,1,0.08598221064127275
189.lucas,2,23,1,0.08518804794982551
189.lucas,2,24,1,0.08140534895435403
189.lucas,2,25,1,0.06466810885876742
189.lucas,f,16,1,0.08677052298534914
189.lucas,f,17,1,0.08658344703345656
189.lucas,f,18,1,0.08648507018721663
189.lucas,f,19,1,0.08642293080258916
189.lucas,f,20,1,0.08635422920699082
189.lucas,f,21,1,0.08622648348178524
189.lucas,f,22,1,0.08593709065379074
189.lucas,f,23,1,0.08547892758154152
189.lucas,f,24,1,0.08171598280096994
189.lucas,f,25,1,0.06125116132605456
189.lucas,l,16,1,0.08640753562587279
189.lucas,l,17,1,0.08640146676340953
189.lucas,l,18,1,0.08639370384579692
189.lucas,l,19,1,0.08637667769045271
189.lucas,l,20,1,0.08633230110483145
189.lucas,l,21,1,0.08621555547443215
189.lucas,l,22,1,0.08593182376424394
189.lucas,l,23,1,0.08547595172136559
189.lucas,l,24,1,0.08196356941159506
189.lucas,l,25,1,0.06368881657666305
189.lucas,r,16,1,0.08727831151090312
189.lucas,r,17,1,0.08683754629492849
189.lucas,r,18,1,0.0866333450674436
189.lucas,r,19,1,0.08651770327617088
189.lucas,r,20,1,0.08642036944526892
189.lucas,r,21,1,0.08628172274550518
189.lucas,r,22,1,0.085959554906383
189.lucas,r,23,1,0.0848686239393894
189.lucas,r,24,1,0.0802256400360559
189.lucas,r,25,1,0.06388246600319102
191.fma3d,2,16,1,0.024657172774907147
191.fma3d,2,17,1,0.02440902430472582
191.fma3d,2,18,1,0.023837752501293
191.fma3d,2,19,1,0.023201047692226504
191.fma3d,2,20,1,0.022647798303160584
191.fma3d,2,21,1,0.02243894202243676
191.fma3d,2,22,1,0.02236092330575024
191.fma3d,2,23,1,0.02173341242261411
191.fma3d,2,24,1,0.019311713951267705
191.fma3d,2,25,1,0.013686443796266528
191.fma3d,f,16,1,0.0250523649772658
191.fma3d,f,17,1,0.02467292378736622
191.fma3d,f,18,1,0.02368420091817746
191.fma3d,f,19,1,0.023475275707626954
191.fma3d,f,20,1,0.022381089109489695
191.fma3d,f,21,1,0.022363676122320608
191.fma3d,f,22,1,0.02235457957344698
191.fma3d,f,23,1,0.02234113169249849
191.fma3d,f,24,1,0.01979767798237338
191.fma3d,f,25,1,0.014164786157964735
191.fma3d,l,16,1,0.02435208717376182
191.fma3d,l,17,1,0.024341420556613754
191.fma3d,l,18,1,0.023516776933911
191.fma3d,l,19,1,0.02339927236777772
191.fma3d,l,20,1,0.022348227088149857
191.fma3d,l,21,1,0.022347491836665245
191.fma3d,l,22,1,0.02234660559603647
191.fma3d,l,23,1,0.022337843849178154
191.fma3d,l,24,1,0.019969388745384953
191.fma3d,l,25,1,0.013760565242434904
191.fma3d,r,16,1,0.02586377844974244
191.fma3d,r,17,1,0.025028450703903894
191.fma3d,r,18,1,0.024272833190816176
191.fma3d,r,19,1,0.0236319553919248
191.fma3d,r,20,1,0.023146434481133515
191.fma3d,r,21,1,0.022830869358083976
191.fma3d,r,22,1,0.022514358911697077
191.fma3d,r,23,1,0.021487324188363625
191.fma3d,r,24,1,0.018878826980831806
191.fma3d,r,25,1,0.013893255158798768
197.parser,2,16,1,0.016306261305444814
197.parser,2,17,1,0.009037927096993813
197.parser,2,18,1,0.005551216442928739
197.parser,2,19,1,0.003973170228817172
197.parser,2,20,1,0.002843587066471756
197.parser,2,21,1,0.001886144549500862
197.parser,2,22,1,0.001084563342090099
197.parser,2,23,1,0.0007841797979156992
197.parser,2,24,1,0.000563268155851489
197.parser,2,25,1,0.0004701346145949085
197.parser,f,16,1,0.018171839256669046
197.parser,f,17,1,0.010371930127242898
197.parser,f,18,1,0.005869600216097419
197.parser,f,19,1,0.004096465737944958
197.parser,f,20,1,0.0028419246294810767
197.parser,f,21,1,0.0019017822929946649
197.parser,f,22,1,0.0010565157773554086
197.parser,f,23,1,0.0007466609047684148
197.parser,f,24,1,0.0005947004765174601
197.parser,f,25,1,0.0004701346145949085
197.parser,l,16,1,0.016628205203112402
197.parser,l,17,1,0.009660605275971056
197.parser,l,18,1,0.0055207992638900095
197.parser,l,19,1,0.0039144559769190785
197.parser,l,20,1,0.0027421413402617775
197.parser,l,21,1,0.0018454276750756236
197.parser,l,22,1,0.0010222918172145224
197.parser,l,23,1,0.0007292766044018999
197.parser,l,24,1,0.0005470002261227974
197.parser,l,25,1,0.0004701346145949085
197.parser,r,16,1,0.016923725477496744
197.parser,r,17,1,0.009354303399079408
197.parser,r,18,1,0.005867741024128425
197.parser,r,19,1,0.004239619242275306
197.parser,r,20,1,0.0030666886769902405
197.parser,r,21,1,0.0020426702635529797
197.parser,r,22,1,0.001213299554096474
197.parser,r,23,1,0.0008622501772455816
197.parser,r,24,1,0.0005774387915722133
197.parser,r,25,1,0.0004701346145949085
200.sixtrack,2,16,1,0.0021823847771482944
200.sixtrack,2,17,1,0.0021666104438970487
200.sixtrack,2,18,1,0.0021634490965860725
200.sixtrack,2,19,1,0.0021472798480717645
200.sixtrack,2,20,1,0.0016278366639301874
200.sixtrack,2,21,1,0.00011978286230301381
200.sixtrack,2,22,1,0.00005026562476517098
200.sixtrack,2,23,1,0.00005026562476517098
200.sixtrack,2,24,1,0.00005026562476517098
200.sixtrack,2,25,1,0.00005026562476517098
200.sixtrack,f,16,1,0.0024144390109302276
200.sixtrack,f,17,1,0.0022846009984677025
200.sixtrack,f,18,1,0.0022211998844911336
200.sixtrack,f,19,1,0.0021912632823445277
200.sixtrack,f,20,1,0.0021175599430182236
200.sixtrack,f,21,1,0.00023725496401549338
200.sixtrack,f,22,1,0.00005026562476517098
200.sixtrack,f,23,1,0.00005026562476517098
