name,policy,size,level,miss
200.sixtrack,f,24,1,0.00005026562476517098
200.sixtrack,f,25,1,0.00005026562476517098
200.sixtrack,l,16,1,0.002163528079638685
200.sixtrack,l,17,1,0.0021623048549264303
200.sixtrack,l,18,1,0.00216169526777678
200.sixtrack,l,19,1,0.0021613489574691712
200.sixtrack,l,20,1,0.0021015263833378908
200.sixtrack,l,21,1,0.00023515077448563792
200.sixtrack,l,22,1,0.00005026562476517098
200.sixtrack,l,23,1,0.00005026562476517098
200.sixtrack,l,24,1,0.00005026562476517098
200.sixtrack,l,25,1,0.00005026562476517098
200.sixtrack,r,16,1,0.002452652631949326
200.sixtrack,r,17,1,0.0023024876220747127
200.sixtrack,r,18,1,0.002226137337882652
200.sixtrack,r,19,1,0.0020834736927997466
200.sixtrack,r,20,1,0.0013162647230257854
200.sixtrack,r,21,1,0.00009829137116651122
200.sixtrack,r,22,1,0.00005026562476517098
200.sixtrack,r,23,1,0.00005026562476517098
200.sixtrack,r,24,1,0.00005026562476517098
200.sixtrack,r,25,1,0.00005026562476517098
252.eon,2,16,1,0.000038153658059495505
252.eon,2,17,1,0.0000011373328699382917
252.eon,2,18,1,0.0000011373328699382917
252.eon,2,19,1,0.0000011373328699382917
252.eon,2,20,1,0.0000011373328699382917
252.eon,2,21,1,0.0000011373328699382917
252.eon,2,22,1,0.0000011373328699382917
252.eon,2,23,1,0.0000011373328699382917
252.eon,2,24,1,0.0000011373328699382917
252.eon,2,25,1,0.0000011373328699382917
252.eon,f,16,1,0.000060547279101348364
252.eon,f,17,1,0.0000011373328699382917
252.eon,f,18,1,0.0000011373328699382917
252.eon,f,19,1,0.0000011373328699382917
252.eon,f,20,1,0.0000011373328699382917
252.eon,f,21,1,0.0000011373328699382917
252.eon,f,22,1,0.0000011373328699382917
252.eon,f,23,1,0.0000011373328699382917
252.eon,f,24,1,0.0000011373328699382917
252.eon,f,25,1,0.0000011373328699382917
252.eon,l,16,1,0.00003855506966065019
252.eon,l,17,1,0.0000011373328699382917
252.eon,l,18,1,0.0000011373328699382917
252.eon,l,19,1,0.0000011373328699382917
252.eon,l,20,1,0.0000011373328699382917
252.eon,l,21,1,0.0000011373328699382917
252.eon,l,22,1,0.0000011373328699382917
252.eon,l,23,1,0.0000011373328699382917
252.eon,l,24,1,0.0000011373328699382917
252.eon,l,25,1,0.0000011373328699382917
252.eon,r,16,1,0.0000483474542077931
252.eon,r,17,1,0.0000011373328699382917
252.eon,r,18,1,0.0000011373328699382917
252.eon,r,19,1,0.0000011373328699382917
252.eon,r,20,1,0.0000011373328699382917
252.eon,r,21,1,0.0000011373328699382917
252.eon,r,22,1,0.0000011373328699382917
252.eon,r,23,1,0.0000011373328699382917
252.eon,r,24,1,0.0000011373328699382917
252.eon,r,25,1,0.0000011373328699382917
253.perlbmk,2,16,1,0.0029833913511963838
253.perlbmk,2,17,1,0.001687563094350419
253.perlbmk,2,18,1,0.0010040850272413297
253.perlbmk,2,19,1,0.0006348084118050658
253.perlbmk,2,20,1,0.00045995466034604574
253.perlbmk,2,21,1,0.0003469762682068697
253.perlbmk,2,22,1,0.0002746295970791513
253.perlbmk,2,23,1,0.00020766751045330091
253.perlbmk,2,24,1,0.0001845514765567942
253.perlbmk,2,25,1,0.00018402838459091685
253.perlbmk,f,16,1,0.003292957597602159
253.perlbmk,f,17,1,0.0017637703315361616
253.perlbmk,f,18,1,0.0010427022653097507
253.perlbmk,f,19,1,0.0006950892352530705
253.perlbmk,f,20,1,0.0005066866651285798
253.perlbmk,f,21,1,0.0003739265556882681
253.perlbmk,f,22,1,0.0002819339396207784
253.perlbmk,f,23,1,0.00020951990856184037
253.perlbmk,f,24,1,0.00018489564370536941
253.perlbmk,f,25,1,0.00018403048958876746
253.perlbmk,l,16,1,0.0030177375486259107
253.perlbmk,l,17,1,0.0016353570426573657
253.perlbmk,l,18,1,0.0009281588072686439
253.perlbmk,l,19,1,0.0005696513608361161
253.perlbmk,l,20,1,0.00044090863979369925
253.perlbmk,l,21,1,0.00033201183848686187
253.perlbmk,l,22,1,0.0002729982237449262
253.perlbmk,l,23,1,0.0002072475633821036
253.perlbmk,l,24,1,0.00018456305404497255
253.perlbmk,l,25,1,0.00018402838459091685
253.perlbmk,r,16,1,0.0031404326108435167
253.perlbmk,r,17,1,0.001845491610591585
253.perlbmk,r,18,1,0.0011251518736214861
253.perlbmk,r,19,1,0.0007372291872244923
253.perlbmk,r,20,1,0.0005227835836922175
253.perlbmk,r,21,1,0.00038385793554746023
253.perlbmk,r,22,1,0.00028928564461404435
253.perlbmk,r,23,1,0.00021124179680364182
253.perlbmk,r,24,1,0.00018472829637624567
253.perlbmk,r,25,1,0.00018402838459091685
254.gap,2,16,1,0.009212813427498762
254.gap,2,17,1,0.009095995959811773
254.gap,2,18,1,0.009044113744225127
254.gap,2,19,1,0.008999587419351696
254.gap,2,20,1,0.008981706227128829
254.gap,2,21,1,0.00897598050467362
254.gap,2,22,1,0.008974541280426712
254.gap,2,23,1,0.00897055094027644
254.gap,2,24,1,0.008694857663845928
254.gap,2,25,1,0.005211314093557585
254.gap,f,16,1,0.00931015850287041
254.gap,f,17,1,0.009171894255814559
254.gap,f,18,1,0.009091224957412049
254.gap,f,19,1,0.0090225175868884
254.gap,f,20,1,0.009000862977303377
254.gap,f,21,1,0.0089878385174444
254.gap,f,22,1,0.008980855422181423
254.gap,f,23,1,0.008977035243020633
254.gap,f,24,1,0.008974780285175296
254.gap,f,25,1,0.005143813437226515
254.gap,l,16,1,0.009140359917328828
254.gap,l,17,1,0.009083572908640808
254.gap,l,18,1,0.009044057889854535
254.gap,l,19,1,0.00898142305845931
254.gap,l,20,1,0.008977063819675354
254.gap,l,21,1,0.00897435683110987
254.gap,l,22,1,0.00897422823616362
254.gap,l,23,1,0.008973913892961679
254.gap,l,24,1,0.008973543695389144
254.gap,l,25,1,0.006767297355904365
254.gap,r,16,1,0.009590546144308435
254.gap,r,17,1,0.00928620736939682
254.gap,r,18,1,0.009145736225233118
254.gap,r,19,1,0.009064423952099365
254.gap,r,20,1,0.009019496255120973
254.gap,r,21,1,0.00899625434226003
254.gap,r,22,1,0.008984104068247775
254.gap,r,23,1,0.008904528476357807
254.gap,r,24,1,0.008082579455527724
254.gap,r,25,1,0.004568039307437966
255.vortex,2,16,1,0.008779537431960097
255.vortex,2,17,1,0.005533269886017118
255.vortex,2,18,1,0.0033241121731630704
255.vortex,2,19,1,0.002406820476057994
255.vortex,2,20,1,0.0018627334614045436
255.vortex,2,21,1,0.0013641217057796234
255.vortex,2,22,1,0.0008875358052841393
255.vortex,2,23,1,0.0005417251303106468
255.vortex,2,24,1,0.00036913043196029084
255.vortex,2,25,1,0.0003347547457101419
255.vortex,f,16,1,0.009622825131167728
255.vortex,f,17,1,0.00639799682016687
255.vortex,f,18,1,0.003980903430850476
255.vortex,f,19,1,0.0028179667766642844
255.vortex,f,20,1,0.002092539673428131
255.vortex,f,21,1,0.0015104532771442417
255.vortex,f,22,1,0.00099684098867693
255.vortex,f,23,1,0.0006063842814604788
255.vortex,f,24,1,0.0003877110166679423
255.vortex,f,25,1,0.0003359523751078786
255.vortex,l,16,1,0.00885851935783656
255.vortex,l,17,1,0.005258984514013922
255.vortex,l,18,1,0.0028819802605182304
255.vortex,l,19,1,0.002221947830023445
255.vortex,l,20,1,0.0017877551862156918
255.vortex,l,21,1,0.0013043698828050833
255.vortex,l,22,1,0.0008206585366645441
255.vortex,l,23,1,0.0005074983454647179
255.vortex,l,24,1,0.0003613926934720198
255.vortex,l,25,1,0.00033437992493400134
255.vortex,r,16,1,0.009292335897235377
255.vortex,r,17,1,0.006185094768420661
255.vortex,r,18,1,0.003993370072555534
255.vortex,r,19,1,0.0028328209753680457
255.vortex,r,20,1,0.002100878152064463
255.vortex,r,21,1,0.0015131643096072856
255.vortex,r,22,1,0.0009942454831654364
255.vortex,r,23,1,0.0005964656508534997
255.vortex,r,24,1,0.0003792120839322352
255.vortex,r,25,1,0.0003352566461329876
300.twolf,2,16,1,0.05971978216453582
300.twolf,2,17,1,0.05261256000759417
300.twolf,2,18,1,0.04256702574125623
300.twolf,2,19,1,0.029140087555110238
300.twolf,2,20,1,0.011744396087120475
300.twolf,2,21,1,0.00003851424028766157
300.twolf,2,22,1,0.00003850969440416379
300.twolf,2,23,1,0.00003850969440416379
300.twolf,2,24,1,0.00003850969440416379
300.twolf,2,25,1,0.00003850969440416379
300.twolf,f,16,1,0.06176422659470283
300.twolf,f,17,1,0.05439664047572053
300.twolf,f,18,1,0.044321350371300645
300.twolf,f,19,1,0.0310218757278433
300.twolf,f,20,1,0.012940708971929324
300.twolf,f,21,1,0.000038520301465658606
300.twolf,f,22,1,0.00003850969440416379
300.twolf,f,23,1,0.00003850969440416379
300.twolf,f,24,1,0.00003850969440416379
300.twolf,f,25,1,0.00003850969440416379
300.twolf,l,16,1,0.05899777161093998
300.twolf,l,17,1,0.052031744595439265
300.twolf,l,18,1,0.04167957230364231
300.twolf,l,19,1,0.027900544833532034
300.twolf,l,20,1,0.010839660715742508
300.twolf,l,21,1,0.000038512724993162306
300.twolf,l,22,1,0.00003850969440416379
300.twolf,l,23,1,0.00003850969440416379
300.twolf,l,24,1,0.00003850969440416379
300.twolf,l,25,1,0.00003850969440416379
300.twolf,r,16,1,0.06375642063994638
300.twolf,r,17,1,0.055087607190910055
300.twolf,r,18,1,0.04448518098197151
300.twolf,r,19,1,0.03105857767590985
300.twolf,r,20,1,0.012954110236480769
300.twolf,r,21,1,0.000038512724993162306
300.twolf,r,22,1,0.00003850969440416379
300.twolf,r,23,1,0.00003850969440416379
300.twolf,r,24,1,0.00003850969440416379
300.twolf,r,25,1,0.00003850969440416379
301.apsi,2,16,1,0.026379714098414057
301.apsi,2,17,1,0.02523479441113688
301.apsi,2,18,1,0.02194880487564256
301.apsi,2,19,1,0.015164846895426395
301.apsi,2,20,1,0.008486744284032666
301.apsi,2,21,1,0.008292263570573541
301.apsi,2,22,1,0.008223299225519396
301.apsi,2,23,1,0.008090979344062391
301.apsi,2,24,1,0.0076872845703929325
301.apsi,2,25,1,0.006759794379760803
301.apsi,f,16,1,0.026350876267272973
301.apsi,f,17,1,0.02557415079955304
301.apsi,f,18,1,0.021350729952857472
301.apsi,f,19,1,0.018445788100877183
301.apsi,f,20,1,0.008310303472938919
301.apsi,f,21,1,0.008294690523396592
301.apsi,f,22,1,0.008237681267497325
301.apsi,f,23,1,0.008089756481645474
301.apsi,f,24,1,0.00770266957409
301.apsi,f,25,1,0.006513363467309245
301.apsi,l,16,1,0.026189443678802656
301.apsi,l,17,1,0.025556920775367285
301.apsi,l,18,1,0.021298050327160215
301.apsi,l,19,1,0.018409414648263418
301.apsi,l,20,1,0.008282913768344183
301.apsi,l,21,1,0.008279765433963783
301.apsi,l,22,1,0.008233729759226864
301.apsi,l,23,1,0.008093337913131866
301.apsi,l,24,1,0.007754540662465548
301.apsi,l,25,1,0.006977403551366234
301.apsi,r,16,1,0.027539309475552175
301.apsi,r,17,1,0.025682508209241672
301.apsi,r,18,1,0.02251746137581011
301.apsi,r,19,1,0.01479543785859971
301.apsi,r,20,1,0.009233866290743027
301.apsi,r,21,1,0.00856920704569988
301.apsi,r,22,1,0.008308313639795598
301.apsi,r,23,1,0.008119586547642393
301.apsi,r,24,1,0.0075648682654834735
301.apsi,r,25,1,0.0067216174732536655
